Prod. Year,Prod Qtr.,Mine ID,Subunit,Type,Quarterly Hrs.,Coal Prod.,Avg. Empl Cnt.
2000,20003,0200137,03,"STRIP, QUARY, OPEN PIT","186,430 ",,323 
2000,20003,0200137,99,OFFICE WORKERS AT MINE SITE,"25,422 ",,44 
2000,20004,0200137,03,"STRIP, QUARY, OPEN PIT","163,367 ",,322 
2000,20004,0200137,99,OFFICE WORKERS AT MINE SITE,"22,277 ",,44 
1999,19991,0200137,03,"STRIP, QUARY, OPEN PIT","162,012 ",,317 
1999,19991,0200137,99,OFFICE WORKERS AT MINE SITE,"22,093 ",,43 
1999,19992,0200137,03,"STRIP, QUARY, OPEN PIT","188,267 ",,323 
1999,19992,0200137,99,OFFICE WORKERS AT MINE SITE,"25,673 ",,44 
1999,19993,0200137,03,"STRIP, QUARY, OPEN PIT","171,472 ",,327 
1999,19993,0200137,99,OFFICE WORKERS AT MINE SITE,"23,383 ",,45 
1999,19994,0200137,03,"STRIP, QUARY, OPEN PIT","197,140 ",,324 
1999,19994,0200137,99,OFFICE WORKERS AT MINE SITE,"26,883 ",,44 
1998,19981,0200137,03,"STRIP, QUARY, OPEN PIT","157,618 ",,311 
1998,19981,0200137,99,OFFICE WORKERS AT MINE SITE,"21,493 ",,42 
1998,19982,0200137,03,"STRIP, QUARY, OPEN PIT","174,152 ",,310 
1998,19982,0200137,99,OFFICE WORKERS AT MINE SITE,"23,748 ",,42 
1998,19983,0200137,03,"STRIP, QUARY, OPEN PIT","158,492 ",,314 
1998,19983,0200137,99,OFFICE WORKERS AT MINE SITE,"21,612 ",,43 
1998,19984,0200137,03,"STRIP, QUARY, OPEN PIT","181,665 ",,316 
1998,19984,0200137,99,OFFICE WORKERS AT MINE SITE,"24,773 ",,43 
1997,19971,0200137,03,"STRIP, QUARY, OPEN PIT","193,921 ",,298 
1997,19971,0200137,30,MILL OPERATION/PREPARATION PLANT,0 ,,0 
1997,19971,0200137,99,OFFICE WORKERS AT MINE SITE,"26,444 ",,41 
1997,19972,0200137,03,"STRIP, QUARY, OPEN PIT","188,023 ",,301 
1997,19972,0200137,99,OFFICE WORKERS AT MINE SITE,"25,639 ",,41 
1997,19973,0200137,03,"STRIP, QUARY, OPEN PIT","170,577 ",,307 
1997,19973,0200137,99,OFFICE WORKERS AT MINE SITE,"23,260 ",,42 
1997,19974,0200137,03,"STRIP, QUARY, OPEN PIT","190,562 ",,314 
1997,19974,0200137,99,OFFICE WORKERS AT MINE SITE,"25,986 ",,43 
1996,19961,0200137,03,"STRIP, QUARY, OPEN PIT","140,940 ",,309 
1996,19961,0200137,99,OFFICE WORKERS AT MINE SITE,"19,219 ",,42 
1996,19962,0200137,03,"STRIP, QUARY, OPEN PIT","164,328 ",,315 
1996,19962,0200137,99,OFFICE WORKERS AT MINE SITE,"22,408 ",,43 
1996,19963,0200137,03,"STRIP, QUARY, OPEN PIT","149,009 ",,311 
1996,19963,0200137,99,OFFICE WORKERS AT MINE SITE,"20,319 ",,42 
1996,19964,0200137,03,"STRIP, QUARY, OPEN PIT","159,550 ",,310 
1996,19964,0200137,99,OFFICE WORKERS AT MINE SITE,"21,757 ",,42 
1995,19951,0200137,03,"STRIP, QUARY, OPEN PIT","127,579 ",,265 
1995,19951,0200137,99,OFFICE WORKERS AT MINE SITE,"17,397 ",,36 
1995,19952,0200137,03,"STRIP, QUARY, OPEN PIT","152,779 ",,278 
1995,19952,0200137,99,OFFICE WORKERS AT MINE SITE,"20,834 ",,38 
1995,19953,0200137,03,"STRIP, QUARY, OPEN PIT","140,529 ",,297 
1995,19953,0200137,99,OFFICE WORKERS AT MINE SITE,"19,163 ",,40 
1995,19954,0200137,03,"STRIP, QUARY, OPEN PIT","151,650 ",,297 
1995,19954,0200137,99,OFFICE WORKERS AT MINE SITE,"20,679 ",,40 
1994,19941,0200137,03,"STRIP, QUARY, OPEN PIT","147,502 ",,319 
1994,19941,0200137,99,OFFICE WORKERS AT MINE SITE,"20,113 ",,43 
1994,19942,0200137,03,"STRIP, QUARY, OPEN PIT","149,146 ",,331 
1994,19942,0200137,99,OFFICE WORKERS AT MINE SITE,"20,338 ",,45 
1994,19943,0200137,03,"STRIP, QUARY, OPEN PIT","186,977 ",,307 
1994,19943,0200137,99,OFFICE WORKERS AT MINE SITE,"25,497 ",,42 
1994,19944,0200137,03,"STRIP, QUARY, OPEN PIT","140,904 ",,264 
